Time_Window_ms,Level,Bid_Execution_Probability,Ask_Execution_Probability,Probability_Difference_Bid_Ask,Average_Probability
100,1,0.13501813068896618,0.1376452305187597,-0.0026270998297935333,0.13633168060386294
100,2,0.12069858654628876,0.12295567231554799,-0.0022570857692592317,0.12182712943091838
100,3,0.10264190039221491,0.10441796788277954,-0.0017760674905646368,0.10352993413749723
100,4,0.083290165026271,0.08462221564419448,-0.0013320506179234776,0.08395619033523274
100,5,0.06756456745356323,0.06893361947754015,-0.0013690520239769133,0.06824909346555169
100,6,0.055095093613557314,0.05624213720121365,-0.0011470435876563337,0.05566861540738548
100,7,0.04584474210019981,0.04824983349367276,-0.0024050913934729537,0.04704728779693629
100,8,0.03877747354399467,0.041737586028269075,-0.002960112484274406,0.04025752978613187
100,9,0.033042255605713014,0.03600236808998742,-0.002960112484274406,0.03452231184785022
100,10,0.028639088285354844,0.030822171242507215,-0.0021830829571523706,0.02973062976393103
100,11,0.0250129504921187,0.02745504329164508,-0.0024420927995263825,0.02623399689188189
100,12,0.022348849256271737,0.02430992377710353,-0.0019610745208317945,0.023329386516687634
100,13,0.020276770517279656,0.021719825353363427,-0.0014430548360837708,0.02099829793532154
100,14,0.018463701620661584,0.019314733959890477,-0.0008510323392288931,0.018889217790276032
100,15,0.016502627099829793,0.017908680529860135,-0.001406053430030342,0.017205653814844964
100,16,0.014911566639532301,0.016687634130096943,-0.001776067490564642,0.01579960038481462
100,17,0.013394508991341671,0.014948568045585732,-0.0015540590542440606,0.014171538518463702
100,18,0.0119514541552579,0.013801524457929402,-0.0018500703026715012,0.012876489306593651
100,19,0.011063420409975579,0.01228446680973877,-0.0012210463997631912,0.011673943609857174
100,20,0.010138385258639828,0.011211426034189299,-0.001073040775549471,0.010674905646414563
200,1,0.19262637780311667,0.19707335613835045,-0.0044469783352337755,0.19484986697073356
200,2,0.16822500950209046,0.17757506651463323,-0.009350057012542767,0.17290003800836184
200,3,0.14222729000380083,0.15066514633219308,-0.008437856328392251,0.14644621816799697
200,4,0.11558342835423793,0.12314709236031927,-0.0075636640060813415,0.1193652603572786
200,5,0.09372862029646523,0.10098821740782972,-0.007259597111364494,0.09735841885214747
200,6,0.07795515013302927,0.0847586469023185,-0.006803496769289236,0.08135689851767389
200,7,0.06636259977194983,0.07229190421892816,-0.005929304446978326,0.06932725199543899
200,8,0.05606233371341695,0.06195362979855568,-0.005891296085138734,0.059007981755986316
200,9,0.04830862789813759,0.052793614595210946,-0.004484986697073354,0.05055112124667427
200,10,0.0427213987077157,0.04568605093120486,-0.002964652223489163,0.04420372481946028
200,11,0.03633599391866211,0.04097301406309388,-0.004637020144431771,0.038654503990878
200,12,0.03204104903078677,0.03591790193842646,-0.0038768529076396857,0.033979475484606614
200,13,0.027784112504751046,0.03105283162295705,-0.003268719118206004,0.029418472063854048
200,14,0.024857468643101482,0.02717597871531737,-0.002318510072215889,0.026016723679209427
200,15,0.02200684150513113,0.024743443557582668,-0.0027366020524515373,0.023375142531356898
200,16,0.020106423413150894,0.02250095020904599,-0.0023945267958950973,0.02130368681109844
200,17,0.018700114025085517,0.020372481946028125,-0.0016723679209426079,0.01953629798555682
200,18,0.016799695933105284,0.018662105663245915,-0.0018624097301406309,0.0177309007981756
200,19,0.015317369821360699,0.016875712656784492,-0.0015583428354237934,0.016096541239072594
200,20,0.013721018624097301,0.015507411630558724,-0.0017863930064614224,0.014614215127328013
400,1,0.26805759390742134,0.265043036769664,0.0030145571377573344,0.2665503153385427
400,2,0.23664273531395025,0.23608742215699496,0.0005553131569552838,0.2363650787354726
400,3,0.20110269326881122,0.20106302804331444,3.96652254967822e-05,0.20108286065606285
400,4,0.1638570465273095,0.1677839038514934,-0.00392685732418388,0.16582047518940146
400,5,0.1330371663162905,0.13684502796398398,-0.003807861647693478,0.13494109714013724
400,6,0.11038832255761374,0.11165760977351157,-0.0012692872158978213,0.11102296616556265
400,7,0.09174566657411447,0.09452223235889096,-0.0027765657847764885,0.09313394946650272
400,8,0.0759192416008885,0.08075839911149894,-0.0048391575106104395,0.07833882035619372
400,9,0.06532862639324105,0.069652135972393,-0.004323509579151952,0.06749038118281703
400,10,0.05616595930347864,0.05981516004918488,-0.003649200745706238,0.05799055967633176
400,11,0.047915592400142794,0.05176311927333307,-0.003847526873190274,0.04983935583673793
400,12,0.04129149974217603,0.044861370036888656,-0.003569870294712625,0.04307643488953235
400,13,0.0359763595256039,0.038832255761374,-0.0028558962357701015,0.037404307643488954
400,14,0.03157351949545833,0.03391376779976994,-0.0023402483043116137,0.03274364364761413
400,15,0.027924318749752094,0.029986910475586055,-0.0020625917258339614,0.028955614612669073
400,16,0.02471143548451073,0.027091349014319147,-0.0023799135298084168,0.02590139224941494
400,17,0.02221252627821189,0.02419578755305224,-0.0019832612748403484,0.023204156915632067
400,18,0.019832612748403474,0.021815874023243823,-0.0019832612748403484,0.02082424338582365
400,19,0.017452699218595057,0.019713617071913055,-0.0022609178533179973,0.018583158145254054
400,20,0.015905755424219587,0.017889016699059936,-0.0019832612748403484,0.016897386061639763
800,1,0.34408877507469054,0.3449850618864703,-0.0008962868117797784,0.34453691848058043
800,2,0.3047375160051216,0.3059752454118651,-0.001237729406743493,0.30535638070849336
800,3,0.2629534784464362,0.2627827571489543,0.00017072129748185727,0.26286811779769526
800,4,0.21728553137003842,0.21792573623559539,-0.0006402048655569648,0.2176056338028169
800,5,0.17887323943661973,0.17661118224498507,0.0022620571916346643,0.17774221084080238
800,6,0.14929577464788732,0.1454972257789159,0.0037985488689714075,0.14739650021340162
800,7,0.12419974391805377,0.12163892445582586,0.0025608194622279146,0.12291933418693982
800,8,0.10388390951771233,0.10234741784037558,0.0015364916773367432,0.10311566367904396
800,9,0.08647033717456253,0.0872385830132309,-0.0007682458386683716,0.08685446009389672
800,10,0.07434912505335041,0.07490396927016646,-0.00055484421681605,0.07462654716175843
800,11,0.06252667520273154,0.06594110115236876,-0.003414425949637215,0.06423388817755016
800,12,0.0539906103286385,0.05723431498079386,-0.0032437046521553575,0.05561246265471618
800,13,0.04669227486128895,0.04959453691848058,-0.002902262057191629,0.04814340588988476
800,14,0.04101579172001707,0.044003414425949634,-0.0029876227059325647,0.04250960307298335
800,15,0.03636363636363636,0.03888177550149381,-0.0025181391378574502,0.03762270593256509
800,16,0.031626120358514725,0.034571062740076826,-0.0029449423815621004,0.03309859154929577
800,17,0.02829705505761844,0.03060179257362356,-0.0023047375160051217,0.029449423815621
800,18,0.0255228339735382,0.027528809218950064,-0.0020059752454118646,0.026525821596244132
800,19,0.02309005548442168,0.024626547161758428,-0.0015364916773367467,0.023858301323090053
800,20,0.02069995731967563,0.022364489970123774,-0.001664532650448143,0.021532223644899703
1600,1,0.43798430957308565,0.43928382345863215,-0.0012995138855464994,0.4386340665158589
1600,2,0.3898541656639553,0.3932714058815036,-0.0034172402175483008,0.39156278577272946
1600,3,0.3377773499542764,0.34345670693555375,-0.0056793569812773614,0.34061702844491504
1600,4,0.2826683351783222,0.29008037734032827,-0.007412042162006083,0.2863743562593252
1600,5,0.2334311979592819,0.24084324012128797,-0.007412042162006055,0.23713721904028495
1600,6,0.19444578139288637,0.2026279058574385,-0.008182124464552132,0.19853684362516244
1600,7,0.16388314001058862,0.17201713433123164,-0.008133994320643018,0.16795013717091012
1600,8,0.13847042402656784,0.14665254849112,-0.00818212446455216,0.1425614862588439
1600,9,0.11734129085045965,0.1247533330124657,-0.007412042162006055,0.12104731193146268
1600,10,0.10097704192135534,0.10636761803917794,-0.005390576117822593,0.10367232998026664
1600,11,0.08567165615825191,0.09111036241998363,-0.005438706261731721,0.08839100928911778
1600,12,0.07335033931751456,0.0780189632767002,-0.004668623959185644,0.07568465129710739
1600,13,0.06295422823314242,0.0665639890263272,-0.0036097607931847714,0.0647591086297348
1600,14,0.054868364056408526,0.05741926168359243,-0.0025508976271839054,0.056143812870000476
1600,15,0.048274534340857676,0.05029600038504115,-0.002021466044183476,0.049285267362949414
1600,16,0.042498917071762045,0.04485729412330943,-0.002358377051547386,0.04367810559753574
1600,17,0.03758964239303075,0.039370457717668575,-0.0017808153246378217,0.038480050055349664
1600,18,0.03349858016075468,0.03513500505366511,-0.0016364248929104305,0.03431679260720989
1600,19,0.0305145112383886,0.03200654569957164,-0.0014920344611830394,0.03126052846898012
1600,20,0.02680849015738557,0.029022476777205562,-0.0022139866198199916,0.027915483467295568
3200,1,0.5363960072383398,0.5361041386959313,0.0002918685424084799,0.5362500729671356
3200,2,0.4860778705271146,0.4847936489405172,0.0012842215865974116,0.4854357597338159
3200,3,0.4344755122292919,0.43435876481232855,0.00011674741696338087,0.4344171385208102
3200,4,0.37540131924581166,0.37540131924581166,0.0,0.37540131924581166
3200,5,0.3181950849337458,0.3181950849337458,0.0,0.3181950849337458
3200,6,0.27447317728095266,0.27248847119257485,0.001984706088377808,0.2734808242367638
3200,7,0.23302784425894577,0.23296947055046408,5.8373708481690434e-05,0.23299865740470493
3200,8,0.19887922479715137,0.19911271963107816,-0.0002334948339267895,0.19899597221411475
3200,9,0.17266942968886814,0.17056797618352693,0.0021014535053412164,0.17161870293619752
3200,10,0.1510127838421575,0.1484443406689627,0.0025684431731947954,0.14972856225556008
3200,11,0.12923939057848344,0.12958963282937366,-0.00035024225089022587,0.12941451170392854
3200,12,0.1119607728679003,0.1138871052477964,-0.0019263323798961035,0.11292393905784834
3200,13,0.09666686124569494,0.09970229408674333,-0.0030354328410483883,0.09818457766621913
3200,14,0.08417488763061118,0.08761893643103147,-0.0034440488004202907,0.08589691203082132
3200,15,0.0729671356021248,0.07775377969762419,-0.004786644095499393,0.0753604576498745
3200,16,0.06578716945887572,0.06742163329636332,-0.0016344638374875958,0.06660440137761953
3200,17,0.058198587356254744,0.06018329344463254,-0.001984706088377794,0.05919094040044364
3200,18,0.05131048975541416,0.05370381180316385,-0.0023933220477496894,0.05250715077928901
3200,19,0.045648240032689275,0.04792481466347557,-0.0022765746307862947,0.04678652734808242
3200,20,0.040919969645671586,0.04255443348315918,-0.0016344638374875958,0.041737201564415384
6400,1,0.63965222791492,0.6316565750659835,0.007995652848936552,0.6356544014904517
6400,2,0.591988821611551,0.5829840086943021,0.009004812917248861,0.5874864151529265
6400,3,0.5391243595714951,0.5343114423226207,0.004812917248874338,0.536717900947058
6400,4,0.4809035863996274,0.47873001086787764,0.0021735755317497385,0.4798167986337525
6400,5,0.42516689954975934,0.42602080422294675,-0.0008539046731874111,0.425593851886353
6400,6,0.3745536407390157,0.3785126533147027,-0.003959012575686982,0.3765331470268592
6400,7,0.33154789628939607,0.33480825958702065,-0.00326036329762458,0.33317807793820836
6400,8,0.29242353671790094,0.2966930600838379,-0.004269523365936945,0.29455829840086944
6400,9,0.2592765098587176,0.2608290638099674,-0.0015525539512498132,0.2600527868343425
6400,10,0.22900170780934637,0.2328054649899084,-0.0038037571805620285,0.23090358639962738
6400,11,0.2009781089892874,0.20470423847228691,-0.003726129482999524,0.20284117373078714
6400,12,0.17768979972054028,0.17800031051079024,-0.00031051079024996264,0.17784505511566526
6400,13,0.15905915230554263,0.1560316721006055,0.003027480204937122,0.15754541220307405
6400,14,0.13903120633442012,0.13941934482223256,-0.0003881384878124394,0.13922527557832634
6400,15,0.12172022977798479,0.123971433007297,-0.0022512032293122153,0.1228458313926409
6400,16,0.10852352119236143,0.10953268126067381,-0.0010091600683123786,0.10902810122651763
6400,17,0.096103089582363,0.09773327123117528,-0.00163018164881229,0.09691818040676914
6400,18,0.08539046731873932,0.08655488278217668,-0.00116441546343736,0.085972675050458
6400,19,0.0752212389380531,0.07786058065517777,-0.0026393417171246686,0.07654090979661543
6400,20,0.06792423536717901,0.07172799254774104,-0.0038037571805620285,0.06982611395746002
12800,1,0.7306094182825484,0.7377654662973222,-0.007156048014773764,0.7341874422899353
12800,2,0.6849030470914127,0.6939058171745153,-0.009002770083102574,0.689404432132964
12800,3,0.6401200369344414,0.6516620498614959,-0.011542012927054479,0.6458910433979687
12800,4,0.5893351800554016,0.5983379501385041,-0.009002770083102463,0.5938365650969528
12800,5,0.538781163434903,0.5528624192059095,-0.014081255771006496,0.5458217913204062
12800,6,0.4930747922437673,0.5046168051708217,-0.011542012927054424,0.4988457987072945
12800,7,0.44759926131117267,0.45925669436749766,-0.011657433056324995,0.4534279778393352
12800,8,0.40662511542012925,0.41712834718374886,-0.010503231763619614,0.411876731301939
12800,9,0.3683056325023084,0.3801939058171745,-0.011888273314866082,0.37424976915974145
12800,10,0.3371421975992613,0.34556786703601106,-0.008425669436749772,0.3413550323176362
12800,11,0.3058633425669437,0.31463527239150507,-0.008771929824561375,0.3102493074792244
12800,12,0.2759695290858726,0.27977839335180055,-0.0038088642659279692,0.27787396121883656
12800,13,0.2497691597414589,0.2518467220683287,-0.0020775623268697863,0.2508079409048938
12800,14,0.2268005540166205,0.22957063711911357,-0.002770083102493076,0.22818559556786705
12800,15,0.20764081255771005,0.20764081255771005,0.0,0.20764081255771005
12800,16,0.18651892890120036,0.18767313019390583,-0.0011542012927054646,0.1870960295475531
12800,17,0.1690904893813481,0.1731301939058172,-0.004039704524469084,0.17111034164358263
12800,18,0.1548938134810711,0.15662511542012927,-0.001731301939058183,0.15575946445060018
12800,19,0.13908125577100647,0.14312096029547552,-0.004039704524469057,0.141101108033241
12800,20,0.12638504155124652,0.12950138504155126,-0.003116343490304735,0.1279432132963989
100000,1,0.8919254658385093,0.8962732919254658,-0.004347826086956497,0.8940993788819875
100000,2,0.8714285714285714,0.8751552795031056,-0.003726708074534124,0.8732919254658384
100000,3,0.8503105590062112,0.860248447204969,-0.009937888198757738,0.8552795031055901
100000,4,0.8186335403726708,0.8360248447204969,-0.017391304347826098,0.8273291925465838
100000,5,0.7950310559006211,0.8124223602484472,-0.017391304347826098,0.8037267080745341
100000,6,0.7720496894409938,0.7881987577639752,-0.016149068322981353,0.7801242236024846
100000,7,0.7472049689440994,0.7714285714285715,-0.024223602484472084,0.7593167701863355
100000,8,0.7291925465838509,0.7472049689440994,-0.01801242236024847,0.7381987577639751
100000,9,0.7031055900621118,0.7285714285714285,-0.02546583850931672,0.7158385093167702
100000,10,0.6813664596273292,0.7062111801242236,-0.024844720496894346,0.6937888198757765
100000,11,0.6571428571428571,0.6894409937888198,-0.032298136645962705,0.6732919254658385
100000,12,0.6385093167701863,0.6670807453416149,-0.02857142857142858,0.6527950310559005
100000,13,0.6217391304347826,0.6490683229813664,-0.027329192546583836,0.6354037267080745
100000,14,0.5975155279503106,0.6248447204968944,-0.027329192546583836,0.6111801242236026
100000,15,0.5795031055900621,0.6086956521739131,-0.029192546583850953,0.5940993788819876
100000,16,0.5627329192546584,0.5906832298136646,-0.02795031055900621,0.5767080745341615
100000,17,0.537888198757764,0.5745341614906833,-0.03664596273291931,0.5562111801242235
100000,18,0.5173913043478261,0.5540372670807453,-0.0366459627329192,0.5357142857142857
100000,19,0.5062111801242236,0.5335403726708075,-0.027329192546583836,0.5198757763975155
100000,20,0.49130434782608695,0.5080745341614907,-0.01677018633540378,0.49968944099378887
1000000,1,0.9593023255813954,0.9651162790697675,-0.005813953488372103,0.9622093023255814
1000000,2,0.9593023255813954,0.9418604651162791,0.01744186046511631,0.9505813953488372
1000000,3,0.9476744186046512,0.9418604651162791,0.005813953488372103,0.9447674418604651
1000000,4,0.936046511627907,0.9244186046511628,0.011627906976744207,0.9302325581395349
1000000,5,0.9244186046511628,0.9244186046511628,0.0,0.9244186046511628
1000000,6,0.9011627906976745,0.9244186046511628,-0.023255813953488302,0.9127906976744187
1000000,7,0.8953488372093024,0.9186046511627907,-0.023255813953488302,0.9069767441860466
1000000,8,0.8837209302325582,0.9127906976744186,-0.029069767441860406,0.8982558139534884
1000000,9,0.8837209302325582,0.9127906976744186,-0.029069767441860406,0.8982558139534884
1000000,10,0.872093023255814,0.9127906976744186,-0.04069767441860461,0.8924418604651163
1000000,11,0.8604651162790697,0.8953488372093024,-0.03488372093023262,0.877906976744186
1000000,12,0.8488372093023255,0.8895348837209303,-0.04069767441860472,0.8691860465116279
1000000,13,0.8430232558139535,0.8837209302325582,-0.04069767441860461,0.8633720930232558
1000000,14,0.8255813953488372,0.877906976744186,-0.05232558139534882,0.8517441860465116
1000000,15,0.8197674418604651,0.872093023255814,-0.05232558139534882,0.8459302325581395
1000000,16,0.8023255813953488,0.8662790697674418,-0.06395348837209303,0.8343023255813953
1000000,17,0.7906976744186046,0.8604651162790697,-0.06976744186046513,0.8255813953488371
1000000,18,0.7848837209302325,0.8546511627906976,-0.06976744186046513,0.819767441860465
1000000,19,0.7790697674418605,0.8430232558139535,-0.06395348837209303,0.8110465116279071
1000000,20,0.7790697674418605,0.8372093023255814,-0.05813953488372092,0.808139534883721
